City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
276,trincomalee,8.5711,81.2335,28.11,77,6,6.82,LK,1685039950
277,aniva,46.7144,142.5294,10.06,84,8,2.23,RU,1685039950
278,nagqu,31.5,92.0,3.56,73,100,5.41,CN,1685039951
279,kendari,-3.945,122.4989,23.82,94,100,1.06,ID,1685039951
280,camacupa,-12.0167,17.4833,17.8,61,0,0.49,AO,1685039952
281,matane,48.8286,-67.522,3.72,97,100,8.08,CA,1685039952
282,imperatriz,-5.5264,-47.4917,33.03,55,75,4.63,BR,1685039846
283,papao,-17.75,-149.55,27.82,72,26,4.27,PF,1685039953
284,el porvenir,13.7617,-87.3458,32.63,45,60,2.18,HN,1685039953
285,magadan,59.5667,150.8,2.52,91,31,1.11,RU,1685039954
286,kistelek,46.4725,19.9797,18.17,83,100,2.69,HU,1685039993
287,ola,59.5833,151.2833,2.86,96,98,0.96,RU,1685039995
288,cortez,37.3489,-108.5859,23.42,23,0,5.66,US,1685039948
289,aldinga beach,-35.2793,138.4604,11.48,70,97,6.62,AU,1685039995
290,aasiaat,68.7098,-52.8699,-0.21,69,2,2.85,GL,1685039996
291,pariaman,-0.619,100.12,26.03,86,98,1.13,ID,1685039996
292,eagle river,45.9172,-89.2443,20.0,17,0,3.6,US,1685039701
293,klyuchi,52.2667,79.1667,15.43,44,100,3.02,RU,1685039997
294,vermillion,42.7794,-96.9292,27.09,47,8,5.99,US,1685039998
295,arteche,12.2645,125.4048,25.47,90,85,2.55,PH,1685039998
296,fonte boa,-2.4959,-66.2662,27.5,88,93,1.82,BR,1685039998
297,notodden,59.5594,9.2585,14.18,46,10,2.24,NO,1685039999
298,sola,-13.8833,167.55,26.27,68,100,8.84,VU,1685040000
299,dhidhdhoo,6.8833,73.1,29.23,72,100,4.02,MV,1685040000
300,ascope,-7.7144,-79.1078,23.63,63,94,3.56,PE,1685040000
301,panacan,9.2463,118.4082,26.52,81,26,1.29,PH,1685040001
302,polyarnyy,69.1989,33.4478,10.97,47,7,6.87,RU,1685039615
303,khategaon,22.6,76.9167,31.47,35,1,0.76,IN,1685040002
304,figuig (centre),32.1089,-1.2286,26.42,18,57,4.21,MA,1685040003
305,newman,37.3138,-121.0208,22.91,39,0,1.66,US,1685040003
306,antonio enes,-16.2325,39.9086,22.72,68,0,2.86,MZ,1685039776
307,tyukhtet,56.5389,89.3011,1.77,72,8,2.08,RU,1685040004
308,dunedin,-45.8742,170.5036,17.11,41,100,4.02,NZ,1685040004
309,katsuren-haebaru,26.3369,127.8719,24.01,77,100,4.12,JP,1685040005
310,faya-largeau,17.9257,19.1043,38.31,10,0,4.06,TD,1685040006
311,valparaiso,-33.0393,-71.6273,17.13,66,100,3.09,CL,1685039370
312,skovorodino,53.9833,123.9167,8.79,91,100,2.93,RU,1685040007
313,san ignacio de velasco,-16.3667,-60.95,28.01,60,89,2.74,BO,1685040007
314,touros,-5.1989,-35.4608,27.79,78,96,7.03,BR,1685039924
315,viesite,56.3475,25.5551,13.02,96,100,1.74,LV,1685040008
316,sheridan,44.8333,-106.9173,21.92,62,75,3.09,US,1685040008
317,sur,22.5667,59.5289,33.99,49,57,6.95,OM,1685040009
318,imbituba,-28.24,-48.6703,24.27,71,0,7.26,BR,1685040009
319,bardai,11.65,7.2333,28.67,53,54,4.6,NG,1685040010
320,kalajoki,64.25,23.95,8.28,68,98,4.74,FI,1685040010
321,corner brook,48.9667,-57.9484,9.09,52,100,4.07,CA,1685040011
322,bhimunipatnam,17.8833,83.4333,26.92,71,94,4.06,IN,1685040011
323,kulhudhuffushi,6.6221,73.07,29.14,72,97,3.84,MV,1685040012
324,son la,21.3167,103.9,20.75,94,54,0.56,VN,1685040012
325,karpenisi,38.9167,21.7833,11.12,96,64,0.72,GR,1685040013
326,tamale,9.4008,-0.8393,31.76,54,52,1.92,GH,1685040013
327,safford,32.834,-109.7076,32.08,11,0,4.63,US,1685040013
328,djambala,-2.5447,14.7533,23.09,78,21,2.32,CG,1685040014
329,santa cruz de tenerife,28.4682,-16.2546,21.78,69,40,4.63,ES,1685040014
330,bondo,3.8146,23.6866,23.39,85,98,0.56,CD,1685040015
331,robstown,27.7903,-97.6689,31.88,61,75,4.12,US,1685040015
332,mount gambier,-37.8333,140.7667,10.15,60,95,4.92,AU,1685039928
333,daru,-9.0763,143.2092,25.35,87,100,6.93,PG,1685040016
334,katabu,-4.9333,122.5167,23.34,94,92,2.05,ID,1685040016
335,vilyuysk,63.7553,121.6247,1.34,86,11,2.63,RU,1685040017
336,chonchi,-42.6128,-73.8092,8.56,89,100,2.56,CL,1685040017
337,makar'yev,57.8797,43.8069,15.61,94,100,2.83,RU,1685040018
338,sabang,5.8933,95.3214,28.47,75,100,5.79,ID,1685039957
339,sao joao da barra,-21.6403,-41.0511,26.05,75,0,4.93,BR,1685040019
340,east ballina,-28.8667,153.5833,12.67,83,98,4.06,AU,1685040019
341,hithadhoo,-0.6,73.0833,28.75,69,17,4.41,MV,1685040020
342,kayangel,8.0823,134.7173,29.13,77,100,7.86,PW,1685040020
343,embi,48.8264,58.1442,20.28,30,4,3.95,KZ,1685040021
344,mungyeong,36.5946,128.1995,19.65,56,100,0.95,KR,1685040021
345,bamboo flat,11.7,92.7167,28.05,83,20,1.03,IN,1685040021
346,borogontsy,62.6683,131.1683,2.39,77,25,1.78,RU,1685040022
347,kapa'a,22.0752,-159.319,24.5,80,75,7.2,US,1685039616
348,brighton,50.8284,-0.1395,16.44,68,20,5.14,GB,1685039340
349,arno,60.1167,18.6333,9.88,56,91,5.93,SE,1685040024
350,druzhny,53.6238,27.8977,16.14,70,82,3.15,BY,1685040025
351,kudahuvadhoo,2.6708,72.8944,28.66,69,40,2.9,MV,1685040026
352,hobyo,5.3505,48.5268,28.17,78,54,7.67,SO,1685040027
353,chilliwack,49.1747,-121.9443,22.77,60,7,1.54,CA,1685040028
354,pitimbu,-7.4706,-34.8086,28.33,77,97,6.56,BR,1685040028
355,great falls,47.5002,-111.3008,14.81,84,100,3.6,US,1685039843
356,minas de marcona,-15.2119,-75.1103,19.64,62,5,5.99,PE,1685040029
357,muynoq,43.7683,59.0214,20.91,51,0,4.1,UZ,1685040029
358,camana,-16.6228,-72.7111,21.21,76,75,4.25,PE,1685040030
359,norton shores,43.1689,-86.2639,20.01,34,0,4.63,US,1685040030
360,aromashevo,56.8602,68.6375,10.41,85,0,2.8,RU,1685040031
361,tangalle,6.024,80.7911,27.09,89,10,4.65,LK,1685040031
362,homer,59.6425,-151.5483,6.94,86,100,4.12,US,1685039641
363,taoudenni,22.6783,-3.9836,34.54,17,94,3.05,ML,1685040032
364,marsa alam,25.0757,34.8918,27.34,51,85,1.35,EG,1685040033
365,terrace heights,46.6062,-120.4398,23.16,43,100,2.57,US,1685040033
366,taro,-8.3862,115.28,22.0,93,32,0.9,ID,1685040034
367,shakawe,-18.3667,21.85,20.32,27,3,2.25,BW,1685040034
368,praia da vitoria,38.7333,-27.0667,19.14,77,40,5.37,PT,1685040035
369,sainyabuli,19.25,101.75,21.0,98,23,0.81,LA,1685040035
370,verkhnevilyuysk,63.4453,120.3167,1.27,83,53,2.47,RU,1685040035
371,san antonio de pale,-1.4014,5.6325,26.37,87,100,6.42,GQ,1685040036
372,hadibu,12.65,54.0333,29.6,70,0,2.18,YE,1685040036
373,zakharivka,47.3333,29.75,16.1,89,60,0.62,UA,1685040037
374,khairpur nathan shah,27.0936,67.7337,38.58,8,3,5.46,PK,1685040037
375,alghero,40.5589,8.3181,21.05,78,0,3.6,IT,1685040038
376,inhambane,-23.865,35.3833,23.99,69,20,5.14,MZ,1685040038
377,tobelo,1.7284,128.0095,26.6,82,100,1.36,ID,1685040039
378,kolomna,55.0794,38.7783,13.94,96,13,2.81,RU,1685040039
379,sauce,-34.6469,-56.0628,20.96,75,100,2.75,UY,1685040040
380,tambopata,-12.7333,-69.1833,30.94,58,40,1.54,PE,1685040040
381,skelleftea,64.7507,20.9528,11.2,57,0,6.17,SE,1685040040
382,kapuskasing,49.4169,-82.4331,15.05,29,75,2.06,CA,1685040041
383,burao,9.5221,45.5336,20.88,80,100,7.53,SO,1685040041
384,manaure,11.7751,-72.4445,29.61,72,93,5.82,CO,1685040042
385,nova sintra,14.8667,-24.7167,21.09,82,84,5.65,CV,1685040042
386,livny,52.4253,37.6069,15.1,93,18,2.23,RU,1685040043
387,port lincoln,-34.7333,135.8667,12.15,64,94,8.15,AU,1685040043
388,shanwei,22.782,115.3475,25.68,89,95,2.77,CN,1685040043
389,puerto aysen,-45.4,-72.7,4.02,87,100,5.66,CL,1685040044
390,watertown,42.3709,-71.1828,20.04,39,75,6.69,US,1685039899
391,alsunga,56.9819,21.5594,11.8,89,0,2.03,LV,1685040045
392,viedma,-40.8135,-62.9967,17.05,30,100,4.85,AR,1685040045
393,anna regina,7.2644,-58.5077,29.02,71,47,3.42,GY,1685040045
394,happy valley-goose bay,53.3168,-60.3315,10.17,50,40,3.6,CA,1685039622
395,puerto lempira,15.2667,-83.7667,33.08,66,40,3.6,HN,1685040047
396,arraial do cabo,-22.9661,-42.0278,25.98,69,20,6.69,BR,1685040025
397,haiku-pauwela,20.9219,-156.3051,25.01,77,40,6.69,US,1685040047
398,tsiombe,-25.3,45.4833,19.87,70,1,5.85,MG,1685040048
399,salinopolis,-0.6136,-47.3561,28.27,78,74,6.24,BR,1685040048
400,molsheim,49.6467,8.1694,20.34,71,0,3.15,DE,1685040049
401,kamyzyak,46.11,48.0736,21.99,73,0,1.0,RU,1685040049
402,antalaha,-14.9003,50.2788,21.71,92,56,2.31,MG,1685040049
403,mil'kovo,55.6078,37.7956,16.27,90,45,2.28,RU,1685040050
404,zholymbet,51.7433,71.7122,14.47,74,100,2.68,KZ,1685040050
405,englewood,39.6478,-104.9878,26.01,45,40,4.12,US,1685039799
406,isangel,-19.55,169.2667,21.89,65,35,4.5,VU,1685039867
407,saint-joseph,-21.3667,55.6167,21.37,87,100,5.4,RE,1685040051
408,massawa,15.6097,39.45,31.66,71,52,1.44,ER,1685040052
409,kruisfontein,-34.0033,24.7314,12.71,93,100,8.71,ZA,1685040052
410,tulun,54.5611,100.5792,5.05,68,100,5.01,RU,1685040053
411,broome,42.2506,-75.833,18.34,47,0,7.72,US,1685039732
412,viana do castelo,41.6932,-8.8329,18.93,71,6,3.0,PT,1685040053
413,les anglais,18.3054,-74.2197,29.62,64,4,4.07,HT,1685040054
414,kievka,50.2619,71.5514,15.65,60,89,3.4,KZ,1685040054
415,catriel,-37.8791,-67.7956,16.18,30,100,2.26,AR,1685040055
416,tomatlan,19.9333,-105.25,35.06,28,100,4.66,MX,1685040055
417,bouza,14.4229,6.0428,37.14,23,15,3.71,NE,1685040056
418,kragero,58.8693,9.4149,14.69,47,88,8.52,NO,1685040056
419,chaykovskiy,56.7686,54.1148,19.22,51,56,2.15,RU,1685040058
420,whakatane,-37.9585,176.9854,7.65,99,7,1.96,NZ,1685040058
421,tari,12.4086,4.4914,36.14,32,43,1.3,NG,1685040059
422,letlhakeng,-24.0944,25.0298,20.08,28,2,3.76,BW,1685040059
423,ta`u,-14.2336,-169.5144,27.63,71,83,4.25,AS,1685040060
424,craig,40.5153,-107.5464,22.79,35,0,2.06,US,1685039817
425,gananoque,44.3334,-76.1661,16.64,50,0,4.88,CA,1685039941
426,ende,-8.8432,121.6623,24.42,89,100,2.4,ID,1685040061
427,black point,-34.6187,137.8972,12.1,61,26,6.69,AU,1685040061
428,pemangkat,1.1667,108.9667,26.49,86,100,2.75,ID,1685040062
429,kaiapoi,-43.3783,172.6401,11.72,82,31,1.03,NZ,1685040063
430,lae,-6.7221,146.9847,23.84,90,100,1.82,PG,1685040063
431,ibitinga,-21.7578,-48.8289,27.46,36,0,3.26,BR,1685040064
432,high rock,26.6208,-78.2833,30.01,68,49,2.7,BS,1685040064
433,faaa,-17.55,-149.6,27.98,65,20,1.34,PF,1685040064
434,mulayjah,27.271,48.4242,31.74,30,0,2.78,SA,1685040065
435,mahibadhoo,3.7833,72.9667,28.73,72,9,4.08,MV,1685040065
436,chilecito,-29.1619,-67.4974,24.08,32,49,0.93,AR,1685040066
437,kismayo,-0.3582,42.5454,26.83,78,9,6.17,SO,1685040066
438,letovice,49.5471,16.5736,15.51,93,12,1.32,CZ,1685040067
439,selfoss,63.9331,-20.9971,7.8,73,100,7.13,IS,1685040067
440,yanam,16.7333,82.2167,27.11,73,100,0.7,IN,1685040067
441,reggane,26.7158,0.1714,31.02,8,1,2.82,DZ,1685040068
442,queenstown,-31.8976,26.8753,15.89,54,100,6.06,ZA,1685039930
443,manta,-0.95,-80.7333,29.88,74,75,4.12,EC,1685040069
444,la gi,10.6667,107.7833,27.7,81,97,3.54,VN,1685040069
445,thunder bay,48.4001,-89.3168,15.99,29,20,4.63,CA,1685040069
446,palmer,42.1584,-72.3287,19.68,37,20,6.69,US,1685040070
447,igarka,67.4667,86.5833,-0.14,96,100,1.01,RU,1685040070
448,ozimek,50.6794,18.2137,14.64,82,92,2.16,PL,1685040071
449,alatyr',54.8421,46.5813,16.86,73,28,3.05,RU,1685040071
450,tinajo,29.0788,-13.7081,21.49,56,40,6.17,ES,1685040072
451,galeana,24.8333,-100.0667,24.65,48,27,3.64,MX,1685040072
452,constantia,44.1833,28.65,19.38,82,39,2.5,RO,1685039828
453,chhor,25.5167,69.7667,29.43,73,0,11.2,PK,1685040073
454,forde,61.4522,5.8572,8.41,91,75,2.06,NO,1685040073
455,hubynykha,48.8108,35.2547,16.37,88,100,2.65,UA,1685040074
456,el matama,16.7095,33.3565,37.89,11,3,2.57,SD,1685039627
457,kuta,-8.7233,115.1723,25.97,88,40,3.13,ID,1685040075
458,shenkursk,62.1091,42.896,15.57,95,100,1.99,RU,1685040075
459,lesnoy,57.6198,63.0784,15.73,60,1,3.33,RU,1685040075
460,zyryanovsk,49.7386,84.2719,8.53,70,37,0.58,KZ,1685040076
461,cururupu,-1.8283,-44.8683,29.64,65,35,2.72,BR,1685040076
462,karratha,-20.7377,116.8463,20.18,24,0,5.68,AU,1685040077
463,sivagiri,9.3333,77.4333,27.54,72,80,3.4,IN,1685040077
464,ciudad lazaro cardenas,17.9583,-102.2,31.15,56,21,5.39,MX,1685039920
465,monguno,12.6786,13.6079,32.49,43,54,3.56,NG,1685040078
466,richards bay,-28.783,32.0377,23.42,66,9,7.59,ZA,1685040078
467,tuburan,6.6439,122.2736,25.05,81,100,3.67,PH,1685040079
468,dornakal,17.45,80.1667,30.75,54,74,2.2,IN,1685040080
469,thinadhoo,0.5333,72.9333,27.97,75,100,2.03,MV,1685040080
470,horta,38.5333,-28.6333,18.34,77,75,3.13,PT,1685040080
471,glencoe,-28.1783,30.147,15.66,41,0,2.96,ZA,1685040081
472,nassau,40.7507,-73.5829,20.58,42,0,3.6,US,1685039633
473,nadym,65.5333,72.5167,11.76,50,96,6.31,RU,1685039929
474,calama,-22.4667,-68.9333,21.27,16,0,8.23,CL,1685040082
475,posto fiscal rolim de moura,-13.0833,-62.2667,31.83,52,96,0.62,BR,1685040083
476,carnarvon,-24.8667,113.6333,20.57,50,100,9.17,AU,1685039610
477,walvis bay,-22.9575,14.5053,15.61,75,0,8.9,NA,1685040083
478,vanimo,-2.6741,141.3028,25.33,90,96,1.21,PG,1685040084
479,kolokani,13.5728,-8.0339,33.47,25,61,3.98,ML,1685040084
480,birao,10.2849,22.7882,35.83,20,100,2.24,CF,1685040085
481,jutai,-5.1833,-68.9,27.41,87,95,0.37,BR,1685040085
482,kerikeri,-35.2268,173.9474,7.73,94,9,1.32,NZ,1685040086
483,george town,5.4112,100.3354,27.97,78,20,1.54,MY,1685039926
484,igra,57.5558,53.0547,17.58,54,6,2.73,RU,1685040086
485,zahedan,29.4963,60.8629,26.95,16,0,4.12,IR,1685040087
486,umba,66.6871,34.3429,8.44,52,0,4.7,RU,1685040087
487,loiza,18.4313,-65.8802,33.23,72,40,6.69,PR,1685040088
488,uyskoye,54.3775,60.0047,18.58,46,46,0.85,RU,1685040089
489,juegang,32.3174,121.1855,17.58,96,100,3.86,CN,1685040089
490,smithers,54.7804,-127.1743,17.18,51,40,1.03,CA,1685039221
491,saint-denis,48.9167,2.3333,21.31,46,0,6.17,FR,1685039845
492,hami,42.8,93.45,22.3,20,100,5.82,CN,1685039616
493,syzran',53.1585,48.4681,20.33,45,94,2.52,RU,1685040091
494,vadso,70.0744,29.7487,11.49,50,0,6.17,NO,1685040091
495,narrabri,-30.3167,149.7833,13.2,35,100,6.68,AU,1685040091
496,kodinsk,58.6881,99.1844,4.55,81,93,3.85,RU,1685040092
497,kita,13.0349,-9.4895,33.25,29,100,0.48,ML,1685040092
498,nova xavantina,-14.6667,-52.35,32.09,35,84,2.19,BR,1685040093
499,portage la prairie,49.9728,-98.2926,28.39,44,100,7.72,CA,1685040093
500,kovalam,8.3667,76.9967,30.05,74,40,1.03,IN,1685040093
501,adrar,20.5022,-10.0711,29.88,31,100,8.17,MR,1685040094
502,ocean shores,46.9737,-124.1563,22.99,79,0,2.68,US,1685040094
503,port saint john's,-31.6229,29.5448,22.38,63,92,7.67,ZA,1685039613
504,barreiras,-12.1528,-44.99,32.86,29,11,4.36,BR,1685040095
505,seven pagodas,12.6264,80.1722,32.03,77,78,7.26,IN,1685040100
506,timbuktu,16.7735,-3.0074,37.0,17,44,5.0,ML,1685040101
507,pierre,44.3683,-100.351,29.51,36,0,9.26,US,1685040102
508,ardestan,33.3761,52.3694,27.07,28,100,1.38,IR,1685040102
509,lakatoro,-16.0999,167.4164,22.96,67,42,4.63,VU,1685040103
510,zhangatas,43.5667,69.75,17.47,29,0,3.13,KZ,1685040103
511,garhwa,24.1833,83.8167,28.66,53,1,2.82,IN,1685040103
512,sitka,57.0531,-135.33,11.94,82,75,2.57,US,1685040104
513,hwange,-18.3693,26.5019,20.46,41,0,1.32,ZW,1685040104
514,madara,11.7798,10.4479,34.29,31,12,2.35,NG,1685040105
515,sokcho,38.2083,128.5911,16.34,77,100,3.09,KR,1685039902
516,vincennes,48.85,2.4333,21.2,46,0,6.17,FR,1685040105
517,zheleznogorsk-ilimskiy,56.5768,104.1217,1.82,99,100,2.02,RU,1685040106
518,darhan,49.4867,105.9228,4.11,61,6,0.6,MN,1685040106
519,macapa,0.0389,-51.0664,25.99,100,75,2.57,BR,1685040052
520,gamba,-2.65,10.0,25.21,92,100,3.55,GA,1685040107
521,boquete,8.7833,-82.4333,23.78,61,98,1.21,PA,1685040107
522,chibougamau,49.9168,-74.3659,12.79,35,0,5.14,CA,1685040113
523,ambon,-3.6954,128.1814,29.08,14,40,3.09,ID,1685040113
524,riviere-du-loup,47.8304,-69.5342,10.15,46,100,4.63,CA,1685040114
525,leava,-14.3,-178.1667,27.44,81,100,7.22,WF,1685040114
526,taltal,-25.4,-70.4833,19.23,67,79,3.18,CL,1685040115
527,kuqa,41.7278,82.9364,15.69,40,34,3.59,CN,1685040115
528,fort mcmurray,56.7268,-111.381,17.73,55,40,2.57,CA,1685040116
529,colonia,50.9333,6.95,17.94,58,0,5.14,DE,1685039738
530,pandan,14.0453,124.1694,27.35,83,99,2.82,PH,1685040117
531,contramaestre,20.2978,-76.2414,30.96,55,11,5.53,CU,1685040117
532,pass christian,30.3158,-89.2475,29.03,45,0,5.14,US,1685040117
533,ulladulla,-35.35,150.4667,8.76,54,100,3.09,AU,1685040118
534,kukshi,22.2,74.75,31.84,41,0,5.54,IN,1685040118
535,aranyaprathet,13.6928,102.5013,25.8,82,71,2.28,TH,1685040118
536,vorkuta,67.5,64.0,13.28,76,92,4.73,RU,1685040119
537,weno,7.4515,151.8468,27.97,78,90,3.27,FM,1685040120
538,tarko-sale,64.9225,77.785,7.0,71,9,4.37,RU,1685040120
539,rio tuba,8.5061,117.4317,26.49,83,99,1.98,PH,1685040120
540,ashbourne,53.5108,-6.4272,15.67,73,75,3.09,IE,1685040121
541,datong,40.0936,113.2914,14.77,36,100,1.77,CN,1685040121
542,altus,34.6381,-99.334,26.73,69,100,6.69,US,1685040122
543,fort bragg,35.139,-79.006,25.08,48,75,6.69,US,1685039790
544,vroomshoop,52.4608,6.5653,14.07,55,9,2.68,NL,1685040122
545,masterton,-40.9597,175.6575,11.05,90,20,2.73,NZ,1685040123
546,zalingei,12.9096,23.4741,32.1,23,52,1.31,SD,1685040123
547,achacachi,-16.05,-68.6833,11.22,40,98,3.91,BO,1685040124
548,san pedro de cajas,-11.2511,-75.8617,7.93,74,92,1.8,PE,1685040124
549,valdez,1.2492,-78.9831,27.51,75,95,3.0,EC,1685040125
550,patterson,37.4716,-121.1297,21.7,39,0,1.14,US,1685040125
551,manokwari,-0.8667,134.0833,26.28,76,100,1.22,ID,1685040125
552,obock,12.25,43.0833,25.74,74,13,4.49,DJ,1685040126
553,antofagasta,-23.65,-70.4,18.6,71,8,3.22,CL,1685039763
554,west pensacola,30.4266,-87.2797,29.3,56,40,4.12,US,1685040127
555,kampene,-3.6,26.6667,23.21,81,100,1.53,CD,1685040127
556,cao bang,22.6667,106.25,23.33,99,100,1.14,VN,1685040019
